id,customerId,policyType,startDate,premiumPerMonth
1606,293,Pet,2/23/22,26.61
1607,2607,Pet,3/27/21,22.52
1608,2267,Home,7/1/21,105.16
1609,339,Auto,8/2/21,128.93
1610,2949,Home,11/19/21,129.58
1611,237,Auto,3/6/20,124.91
1612,514,Home,9/19/21,98.67
1613,2298,Home,8/15/20,135.58
1614,4062,Home,3/7/20,120.75
1615,562,Pet,3/7/22,15.57
1616,1438,Auto,10/12/20,116.13
1617,3408,Home,6/6/22,96.98
1618,2088,Home,6/29/20,111.51
1619,397,Auto,11/5/20,135.45
1620,1428,Home,9/26/21,116.68
1621,1677,Home,6/27/22,125.91
1622,4498,Home,9/27/21,105.07
1623,3233,Home,8/27/21,104.33
1624,1909,Pet,7/21/22,15.44
1625,36,Pet,2/3/22,35.02
1626,1470,Auto,2/14/22,116.05
1627,3135,Home,1/22/20,112.46
1628,3690,Auto,3/12/22,121.56
1629,2648,Auto,9/30/22,126.6
1630,1148,Auto,7/22/22,154.62
1631,3244,Home,5/25/21,135.16
1632,2227,Auto,10/10/20,131.59
1633,4903,Auto,5/26/20,147.84
1634,590,Pet,6/24/22,23.62
1635,4289,Home,7/20/22,118.87
1636,123,Home,1/13/20,113.48
1637,1814,Home,6/5/21,133.46
1638,4934,Home,7/28/21,121.19
1639,3423,Auto,9/22/21,150.11
1640,2744,Auto,11/4/20,146.83
1641,4541,Home,8/28/20,113.39
1642,252,Home,1/15/21,132.01
1643,2318,Auto,9/22/21,129.49
1644,4649,Auto,5/11/21,121.64
1645,517,Home,1/28/22,108.55
1646,2978,Auto,1/17/21,146.48
1647,2718,Home,4/17/20,126.57
1648,4807,Pet,12/3/19,31.08
1649,3884,Auto,2/17/21,143.2
1650,4668,Home,8/6/20,115.07
1651,2521,Pet,6/22/21,28.04
1652,3696,Home,2/6/21,104.63
1653,4934,Auto,8/5/20,123.32
1654,1915,Auto,4/30/20,151.32
1655,2425,Auto,9/5/21,146.32
1656,4137,Home,11/12/21,129.78
1657,4923,Home,12/24/21,117.53
1658,1097,Auto,6/28/22,132.05
1659,4416,Home,1/30/22,124.11
1660,891,Home,4/2/20,102.27
1661,3074,Home,12/10/20,121
1662,4608,Home,1/26/20,100.82
1663,1158,Home,1/19/22,128.67
1664,1133,Home,2/15/20,117.75
1665,3562,Home,11/10/21,115.76
1666,4579,Home,3/7/22,107.11
1667,3803,Auto,11/11/21,121.43
1668,2149,Pet,3/6/20,16.5
1669,917,Auto,8/21/22,150.34
1670,1664,Auto,4/7/20,127.46
1671,4310,Home,4/13/21,134.37
1672,1027,Home,4/18/21,114.39
1673,2847,Auto,1/29/21,132.48
1674,2633,Home,1/5/20,123.82
1675,1328,Home,11/27/20,98.51
1676,4676,Auto,2/15/22,118.17
1677,319,Home,6/23/20,101.66
1678,4444,Home,1/10/21,111.42
1679,2200,Home,1/14/21,100.16
1680,3744,Home,7/24/21,130.68
1681,2559,Home,8/29/22,126.78
1682,1514,Auto,3/5/22,144.05
1683,4445,Home,7/26/22,124.63
1684,348,Auto,10/21/21,130.24
1685,148,Auto,8/8/21,138.41
1686,3298,Auto,10/28/20,133.29
1687,3975,Pet,3/12/22,28.22
1688,219,Auto,4/27/22,148.39
1689,523,Home,10/3/19,123.02
1690,4033,Home,12/20/21,97.69
1691,89,Home,11/15/20,131.68
1692,1117,Home,11/17/20,124.75
1693,4944,Auto,11/23/20,131.93
1694,2157,Home,1/11/22,114.19
1695,4166,Home,5/5/20,97.39
1696,3111,Home,11/16/20,125.76
1697,3761,Home,4/9/21,115.89
1698,3033,Auto,6/16/22,155.37
1699,4164,Auto,6/13/20,134.39
1700,4268,Auto,11/24/20,133.31
1701,1417,Auto,4/11/21,120.98
1702,1623,Auto,7/30/20,148.59
1703,2779,Home,11/11/19,97.44
1704,900,Auto,5/7/21,147.98
1705,1421,Auto,11/7/21,139.03
1706,4598,Home,5/3/22,101.68
1707,4019,Home,3/21/20,119.59
1708,2409,Auto,7/21/22,117.66
1709,1459,Auto,12/18/20,149.64
1710,1342,Home,5/23/22,123.51
1711,4426,Home,6/7/20,115.85
1712,2144,Home,11/23/21,100.22
1713,267,Home,2/17/21,128.42
1714,320,Home,6/6/22,96.47
1715,3521,Auto,4/17/22,117.25
1716,2422,Auto,11/24/21,125.12
1717,4236,Home,5/23/20,122.66
1718,206,Home,6/20/22,98.58
1719,2920,Home,5/24/21,108.16
1720,4756,Home,10/14/21,98.21
1721,4122,Home,3/28/21,129.32
1722,570,Home,8/11/22,128.56
1723,3052,Home,9/18/22,123.07
1724,1349,Auto,2/26/20,127.1
1725,4835,Pet,7/31/21,22
1726,2512,Pet,5/4/21,16.72
1727,1416,Auto,9/28/21,121.15
1728,2064,Home,10/13/20,124.12
1729,3826,Auto,9/22/20,149.26
1730,4771,Home,6/5/20,99.05
1731,4098,Pet,5/9/21,20.82
1732,3769,Pet,8/13/20,35.73
1733,324,Home,6/21/20,114.37
1734,4975,Pet,9/3/20,20.68
1735,3036,Auto,8/29/21,139.94
1736,3853,Home,11/27/19,111.34
1737,833,Pet,11/5/19,30.03
1738,484,Pet,2/11/20,26.1
1739,4101,Auto,12/28/19,121.91
1740,1092,Home,5/25/22,123.71
1741,2826,Auto,3/3/20,154.28
1742,4440,Pet,5/6/21,21.18
1743,116,Home,11/23/21,112.17
1744,4568,Auto,3/20/21,138.16
1745,943,Home,3/12/21,118.21
1746,1400,Pet,4/6/22,23.69
1747,3110,Auto,11/14/20,127.8
1748,3308,Auto,2/20/20,138.26
1749,4969,Home,12/20/21,98.4
1750,3441,Home,4/21/21,124.36
1751,53,Home,4/25/22,103.23
1752,3297,Auto,7/8/21,140.46
1753,1158,Pet,5/30/20,19.03
1754,2403,Home,5/29/20,101.23
1755,3540,Auto,10/5/22,143.68
1756,4248,Auto,10/21/19,122.52
1757,4546,Home,12/27/20,121.92
1758,4942,Home,4/17/21,133.36
1759,3953,Home,11/23/21,115
1760,3793,Home,8/10/21,112.88
1761,4120,Home,3/9/21,101.59
1762,2574,Auto,5/28/20,138.57
1763,4865,Auto,4/24/20,154.83
1764,3946,Auto,3/8/20,133.82
1765,3659,Auto,6/11/22,135.03
1766,3315,Home,6/17/22,110.67
1767,2458,Auto,9/26/22,130.1
1768,1779,Home,10/16/20,97.89
1769,146,Auto,6/1/22,118.06
1770,668,Auto,11/24/20,140.51
1771,2175,Auto,2/22/22,123.04
1772,636,Auto,6/28/20,142.89
1773,928,Auto,9/3/21,154.56
1774,4065,Home,7/1/20,98.1
1775,1876,Pet,4/16/20,29.88
1776,4234,Home,12/23/19,132.58
1777,2195,Home,6/26/20,118.92
1778,3703,Pet,2/6/21,20.86
1779,4450,Auto,1/4/20,143.89
1780,967,Home,4/13/21,132.67
1781,3999,Auto,11/25/21,147.4
1782,1909,Auto,3/28/21,140.77
1783,4289,Home,12/7/21,106.67
1784,1334,Auto,7/9/22,152.8
1785,2314,Home,1/16/20,130.99
1786,2582,Home,7/2/20,110.77
1787,1251,Home,5/14/22,95.61
1788,4482,Home,10/15/20,125.54
1789,2599,Home,2/29/20,96.17
1790,3263,Home,1/18/22,113.71
1791,4490,Home,9/12/20,99.65
1792,2595,Home,10/18/21,107.08
1793,1835,Home,3/4/22,110.76
1794,1682,Auto,12/14/21,118.31
1795,1072,Home,10/8/19,111.51
1796,4577,Home,12/19/20,124.58
1797,1754,Home,1/13/21,112.18
1798,1686,Auto,6/14/22,147.65
1799,2029,Auto,5/9/20,126.66
1800,4312,Home,12/5/21,102.89
1801,559,Auto,4/6/20,117.05
1802,3186,Pet,1/23/20,30.44
1803,2688,Home,3/14/20,134.97
1804,4598,Auto,5/5/22,116.02
1805,3883,Home,12/17/19,115.9
1806,630,Auto,4/16/21,133.67
1807,1314,Home,11/22/19,110.76
1808,1986,Home,11/12/19,118.64
1809,3651,Pet,8/2/21,31.7
1810,367,Auto,11/24/21,155.64
1811,2512,Auto,8/12/21,155.62
1812,663,Home,10/2/19,122.73
1813,2662,Auto,11/17/19,120.88
1814,3949,Home,5/25/22,100.25
1815,752,Home,9/1/22,133.84
1816,357,Auto,10/22/21,140.85
1817,3803,Auto,1/21/22,132.15
1818,1958,Home,5/24/22,96.42
1819,1220,Home,10/17/20,130.89
1820,2461,Home,8/31/20,120.71
1821,1989,Auto,5/3/22,121.08
1822,4807,Home,10/11/21,101.97
1823,3627,Home,3/23/21,128.09
1824,3402,Home,4/26/20,105.32
1825,2913,Auto,4/16/21,127.2
1826,3314,Auto,7/3/22,145.98
1827,31,Home,3/29/21,132.53
1828,595,Home,11/19/19,100.97
1829,1924,Auto,7/10/21,136.07
1830,1083,Home,12/12/20,100.09
1831,4790,Pet,12/9/19,19.98
1832,4805,Home,5/3/20,122.82
1833,2783,Auto,4/7/22,120.61
1834,815,Home,10/17/21,118.87
1835,956,Pet,5/27/21,30.5
1836,4004,Auto,4/22/21,136.08
1837,1493,Home,7/31/22,105
1838,4329,Auto,7/17/21,146.1
1839,3494,Home,10/7/21,112.1
1840,1425,Home,1/30/22,130.67
1841,4674,Home,9/1/20,95.04
1842,3136,Auto,11/12/19,143.6
1843,4502,Pet,3/3/21,28.06
1844,4140,Home,7/16/22,107.03
1845,3392,Auto,4/26/21,140.76
1846,968,Pet,5/6/20,20.36
1847,920,Auto,6/9/20,135.33
1848,134,Pet,12/29/20,31.7
1849,3282,Home,4/28/20,113.15
1850,196,Pet,10/9/20,31.95
1851,4340,Pet,6/4/22,26.08
1852,2369,Home,12/19/21,103.14
1853,4055,Home,10/27/20,131.09
1854,4336,Home,11/23/21,133.7
1855,4670,Home,8/7/20,134.27
1856,4158,Home,8/12/22,135
1857,4665,Pet,4/20/20,29.73
1858,1198,Home,5/29/21,101.02
1859,1407,Auto,11/21/19,154.7
1860,1379,Pet,2/14/21,17.34
1861,245,Auto,8/1/21,132.05
1862,1795,Auto,12/28/20,154.28
1863,653,Home,7/2/21,130.47
1864,878,Pet,8/29/20,17.18
1865,1497,Home,6/25/20,132.66
1866,3874,Home,1/21/21,113.98
1867,1164,Home,11/9/19,107.77
1868,695,Home,6/10/21,103.84
1869,1390,Home,2/25/20,133.04
1870,1229,Auto,3/6/22,131.09
1871,657,Home,3/3/22,128.5
1872,2957,Home,1/15/22,124.65
1873,4878,Pet,5/7/22,25.84
1874,3173,Home,8/12/20,131.21
1875,4533,Auto,6/28/20,155.65
1876,1326,Pet,10/7/22,35.07
1877,3097,Auto,3/18/20,140.69
1878,4051,Auto,7/7/20,118.26
1879,3773,Home,9/4/21,106.68
1880,2805,Home,3/27/22,126.62
1881,3998,Home,8/31/22,107.39
1882,1925,Home,8/8/21,97.38
1883,3767,Home,9/13/20,124.6
1884,3642,Pet,5/30/20,26.92
1885,2232,Pet,5/10/20,26.94
1886,1271,Home,7/26/21,102.09
1887,3059,Home,12/15/21,102.62
1888,3698,Auto,3/6/20,145.98
1889,279,Home,11/2/19,95.34
1890,1754,Auto,11/5/21,131.7
1891,2467,Auto,11/19/21,115.83
1892,1542,Home,3/31/20,128.6
1893,1958,Auto,1/27/22,144
1894,3546,Auto,12/22/19,155.85
1895,868,Pet,7/18/21,20.99
1896,3208,Auto,9/4/20,122
1897,4596,Pet,2/24/21,16.26
1898,1058,Home,4/2/20,108.28
1899,2060,Auto,3/19/20,115.48
1900,4909,Auto,4/19/20,143.06
1901,4957,Home,8/3/20,134.13
1902,1258,Home,3/12/20,107.57
1903,3120,Pet,12/25/20,31.61
1904,3971,Auto,2/26/21,135.17
1905,2293,Home,8/9/21,129.19
1906,1665,Auto,1/1/21,126.24
1907,998,Home,1/17/21,116.41
1908,2170,Home,10/21/21,129.09
1909,2650,Home,11/10/20,131.89
1910,3822,Pet,9/8/22,26.99
1911,1173,Home,3/9/20,131.26
1912,4308,Home,4/15/22,115.71
1913,7,Auto,5/15/21,149.24
1914,4372,Home,6/30/22,98.2
1915,4923,Pet,3/25/21,20.41
1916,4997,Home,4/25/22,132.35
1917,235,Home,6/3/22,115.98
1918,323,Home,9/16/21,116
1919,4274,Auto,7/10/20,147.91
1920,3048,Pet,3/16/22,19.26
1921,1150,Auto,12/21/20,120.74
1922,1449,Auto,9/4/22,130.61
1923,1229,Pet,11/14/20,16.38
1924,4307,Home,10/3/22,121.25
1925,3918,Auto,11/13/20,127.22
1926,2893,Auto,4/19/22,115.48
1927,4425,Home,9/22/21,127.13
1928,2593,Auto,8/28/21,137.7
1929,3799,Pet,3/20/22,15.69
1930,855,Home,8/29/21,134.38
1931,3216,Auto,10/8/19,143.19
1932,1198,Auto,4/21/20,136.76
1933,1059,Pet,2/10/21,25.84
1934,1392,Pet,10/10/21,32.77
1935,2630,Auto,3/4/22,146.87
1936,4872,Auto,7/28/22,142.68
1937,2678,Home,7/25/22,120.69
1938,2942,Home,3/9/21,133.94
1939,1495,Pet,3/1/20,33.46
1940,3467,Home,6/19/20,103.74
1941,4819,Auto,12/6/19,151.87
1942,4262,Auto,10/13/19,135.47
1943,3930,Home,7/4/22,121.13
1944,4028,Home,11/12/19,130.4
1945,1978,Home,7/31/21,118.68
1946,4840,Auto,8/14/21,129.33
1947,35,Auto,9/27/22,115.16
1948,33,Auto,10/10/21,149.65
1949,1655,Home,7/20/20,129.42
1950,4559,Home,12/17/21,115.27
1951,47,Pet,7/19/21,29.27
1952,3315,Home,9/17/21,105.43
1953,422,Home,12/15/19,120.95
1954,2478,Home,5/31/20,95.08
1955,3644,Auto,1/5/20,133.64
1956,751,Home,9/14/20,109.78
1957,4000,Home,12/18/20,131.8
1958,4677,Pet,12/21/19,27.33
1959,2070,Pet,10/1/22,25.59
1960,2182,Home,6/28/20,112.49
1961,1752,Auto,10/10/19,140.7
1962,1673,Home,6/30/21,128.57
1963,4548,Auto,6/15/22,148.21
1964,4313,Home,11/20/19,134.69
1965,2015,Auto,2/18/21,149.04
1966,880,Home,1/22/22,131.12
1967,1378,Home,2/5/21,119.91
1968,2788,Home,10/14/21,114.61
1969,321,Auto,8/1/22,125.48
1970,3642,Pet,3/9/21,22.15
1971,2456,Home,9/12/22,120.27
1972,1824,Auto,10/31/20,128.13
1973,3064,Home,10/14/19,124.2
1974,2378,Pet,8/2/22,33.08
1975,1815,Home,7/31/20,122.19
1976,3351,Auto,2/6/21,124.17
1977,4731,Home,10/22/20,132.22
1978,1575,Pet,4/12/22,31.3
1979,434,Auto,10/4/21,146.31
1980,1481,Home,2/2/21,101.74
1981,2944,Auto,4/6/22,124.88
1982,2619,Auto,3/13/21,136.75
1983,2901,Home,7/8/22,112.45
1984,3760,Home,11/28/21,96.69
1985,3901,Pet,5/19/21,28.7
1986,1972,Home,9/22/21,110.56
1987,4708,Pet,5/7/21,24.79
1988,3560,Auto,12/29/20,119.95
1989,3379,Home,12/3/21,132.61
1990,203,Auto,1/18/20,141.58
1991,906,Home,6/27/21,116.12
1992,3307,Auto,11/14/20,139.62
1993,3610,Home,5/18/20,99.26
1994,2497,Auto,10/28/19,143.11
1995,2957,Home,11/7/19,119.27
1996,3280,Home,1/6/20,122.66
1997,3947,Home,8/17/22,113.82
1998,486,Home,4/11/20,109.91
1999,3823,Home,11/5/21,99.86
2000,73,Auto,9/30/21,151.29
2001,490,Pet,9/18/21,22.31
2002,857,Auto,8/29/22,130.96
2003,3927,Home,3/13/22,106.94
2004,2783,Home,4/26/20,119.36
2005,2354,Auto,4/11/20,124.79
2006,2516,Auto,1/20/21,120.16
2007,2431,Auto,9/19/21,148.68
2008,1751,Pet,2/14/22,34.14
2009,4139,Auto,7/24/20,152.91
2010,4451,Home,4/25/20,121.22
2011,2749,Home,9/23/22,95.49
2012,3250,Home,6/3/22,107.38
2013,4234,Home,10/25/19,96.17
2014,1480,Home,11/19/19,132.89
2015,2651,Home,5/12/22,107.1
2016,1581,Auto,1/8/21,146.11
2017,4998,Pet,7/24/20,30.03
2018,1565,Home,8/10/21,134.59
2019,1898,Auto,1/19/21,128.68
2020,2998,Auto,8/7/20,135.25
2021,4204,Auto,4/5/20,117.81
2022,189,Home,10/11/20,120.23
2023,1001,Pet,3/23/22,16.92
2024,1098,Home,8/27/21,114.08
2025,3877,Auto,1/1/20,121.73
2026,735,Auto,11/13/20,153.36
2027,231,Pet,6/29/22,29.41
2028,759,Auto,7/1/20,126.25
2029,427,Pet,10/2/20,26.68
2030,4818,Home,1/7/20,96.61
2031,3249,Home,8/29/20,115.05
2032,3009,Home,7/18/22,107.82
2033,3946,Home,10/4/19,112.02
2034,4512,Auto,5/11/21,129.73
2035,1708,Home,2/27/22,127.78
2036,1416,Pet,2/13/22,32.37
2037,1456,Pet,9/14/22,26.8
2038,281,Home,9/11/20,124.26
2039,3901,Home,4/21/21,95.7
2040,4986,Auto,7/30/22,150.26
2041,3521,Auto,3/2/21,127.25
2042,2504,Home,11/26/19,134.42
2043,2460,Home,9/15/21,109.29
2044,1002,Home,2/16/21,102.13
2045,4584,Home,10/6/22,133.38
2046,2281,Home,9/5/20,108.29
2047,3094,Pet,12/20/19,24.83
2048,2780,Auto,7/1/20,146.46
2049,3890,Pet,6/5/20,22.44
2050,2021,Auto,7/6/21,139.28
2051,1424,Auto,10/11/19,148.81
2052,1695,Auto,1/10/20,124.83
2053,857,Home,7/1/21,120.83
2054,2428,Home,8/20/22,96.99
2055,1672,Home,12/26/20,131.85
2056,3903,Home,9/14/21,105.21
2057,10,Home,10/26/21,106.63
2058,1127,Home,11/16/19,129.1
2059,3988,Home,4/11/20,132.51
2060,4187,Auto,5/14/22,119.24
2061,2393,Pet,11/3/20,35.55
2062,1513,Home,11/9/20,119.6
2063,1227,Home,4/17/20,95.97
2064,1409,Pet,8/8/22,17.29
2065,3984,Home,6/14/22,123.09
2066,1079,Auto,3/16/21,149.37
2067,2365,Auto,8/6/21,140.77
2068,1362,Auto,2/21/21,124.74
2069,927,Auto,7/20/20,129.9
2070,2452,Home,2/3/21,128.87
2071,3905,Home,10/19/19,130.53
2072,1651,Auto,7/23/20,132.56
2073,3224,Pet,7/12/20,34.27
2074,2501,Home,11/19/19,106.21
2075,406,Home,7/25/22,116.94
2076,1896,Home,2/18/20,103.54
2077,2196,Home,2/4/21,97.38
2078,4062,Home,11/24/21,98.6
2079,2339,Auto,7/23/22,118.92
2080,3533,Home,2/19/20,97.31
2081,243,Auto,11/17/20,126.43
2082,3812,Home,9/7/21,121.62
2083,1382,Home,11/25/21,99.85
2084,808,Home,6/21/22,99.64
2085,3756,Auto,2/6/22,137.55
2086,1661,Home,2/21/21,125.65
2087,3462,Home,3/15/22,110.53
2088,2797,Auto,11/29/19,126.17
2089,4943,Home,11/5/20,125.31
2090,735,Home,5/1/22,115.67
2091,5,Home,7/9/20,108.85
2092,3710,Auto,3/1/21,121.89
2093,4538,Auto,12/21/20,139.11
2094,4030,Home,7/18/21,128.46
2095,65,Auto,6/26/20,125.56
2096,1677,Home,5/26/21,101.01
2097,89,Home,2/18/20,125.21
2098,378,Home,11/1/19,134.5
2099,4736,Home,11/29/21,97.94
2100,208,Home,8/18/21,126.95
2101,4053,Home,10/14/19,98.18
2102,1988,Auto,6/24/20,129.76
2103,1204,Home,11/6/20,117.4
2104,64,Pet,6/28/22,17.88
2105,726,Home,3/20/20,107.18
2106,4153,Home,2/12/22,102.86
2107,863,Pet,7/20/21,25.49
2108,2057,Auto,10/23/20,146.01
2109,1070,Home,9/16/21,131.01
2110,2801,Pet,11/5/19,32.59
2111,2777,Home,2/17/21,106.24
2112,1139,Home,7/30/20,127.84
2113,3289,Home,11/8/19,112.42
2114,4995,Auto,10/13/19,115.7
2115,4107,Home,4/26/21,124.84
2116,4032,Home,9/7/20,98.34
2117,4374,Auto,8/15/22,122.65
2118,4397,Auto,5/22/21,134.05
2119,3971,Auto,2/21/20,136.73
2120,3452,Home,6/29/22,101.17
2121,2813,Home,4/25/21,131.85
2122,149,Auto,11/27/21,142.57
2123,3557,Home,4/17/21,133.36
2124,608,Home,4/25/21,112.44
2125,1708,Home,7/28/21,96.28
2126,3573,Auto,8/26/20,119.89
2127,2632,Pet,12/1/20,25.11
2128,3102,Auto,12/5/20,125.41
2129,3893,Auto,6/16/20,139.14
2130,780,Home,1/10/20,113.18
2131,904,Auto,1/8/20,130.07
2132,4824,Home,10/14/21,135.89
2133,2224,Home,8/16/21,98.26
2134,2873,Home,11/28/20,122.82
2135,127,Auto,6/18/21,117.7
2136,1241,Home,2/24/20,122.72
2137,3152,Pet,1/5/22,18.25
2138,3154,Home,11/7/20,121.99
2139,3660,Auto,2/13/22,131.29
2140,1250,Home,10/26/20,107.05
2141,1087,Pet,8/18/20,34.45
2142,2469,Home,4/1/22,109.54
2143,3493,Home,10/2/22,99.39
2144,905,Auto,7/5/20,132.04
2145,4333,Auto,12/4/21,118.66
2146,847,Auto,8/28/22,143.48
2147,2020,Home,4/19/21,104.12
2148,698,Pet,2/19/20,26.94
2149,3666,Pet,3/13/20,22.68
2150,1908,Home,5/13/21,110.88
2151,1748,Home,6/23/20,110.34
2152,1318,Auto,5/4/20,150.32
2153,789,Auto,5/3/21,154.06
2154,3504,Home,2/19/20,110.51
2155,4773,Auto,1/18/20,149.47
2156,4167,Auto,11/16/19,137.86
2157,1130,Auto,3/31/22,125.57
2158,4282,Auto,5/15/21,128.79
2159,4927,Pet,3/7/22,24.73
2160,4109,Home,3/27/22,118.47
2161,4452,Home,2/9/20,132.32
2162,2556,Auto,3/11/22,128.73
2163,4441,Home,6/10/20,110.99
2164,402,Home,9/29/20,133.28
2165,3183,Pet,12/21/19,21.72
2166,3669,Home,6/1/22,131.62
2167,3258,Home,12/9/19,97.74
2168,4785,Home,2/13/22,111.17
2169,3310,Auto,7/13/21,145.18
2170,1033,Auto,11/16/19,153.28
2171,1579,Auto,2/15/20,121.72
2172,257,Auto,9/8/22,134.23
2173,1294,Home,10/2/19,109.15
2174,4326,Pet,2/4/22,32.95
2175,827,Home,7/23/22,95.57
2176,4114,Home,4/7/20,124.3
2177,4262,Pet,10/8/22,30.33
2178,311,Home,12/21/19,134.81
2179,841,Pet,8/21/21,27.29
2180,4427,Home,10/7/22,106.96
2181,3314,Auto,3/9/22,118.7
2182,755,Pet,4/1/22,18.04
2183,3734,Auto,10/7/20,129.28
2184,3347,Pet,5/24/20,23.6
2185,676,Auto,8/1/22,139.97
2186,1503,Home,5/19/20,95.1
2187,2066,Auto,2/21/21,143.44
2188,973,Auto,1/7/21,139.02
2189,4871,Home,4/20/21,118.13
2190,2926,Auto,11/11/21,124.4
2191,464,Pet,10/3/19,35.19
2192,1571,Auto,11/14/21,126.03
2193,3559,Home,1/30/20,97.06
2194,4912,Home,7/1/22,106.99
2195,4769,Home,4/14/22,123.05
2196,356,Home,6/12/20,109.38
2197,1591,Home,11/20/21,111.44
2198,4627,Auto,11/24/19,128.32
2199,2382,Auto,5/27/22,128.54
2200,2769,Auto,5/6/20,147.77
2201,3029,Auto,3/2/22,149.74
2202,3765,Auto,9/9/22,115.65
2203,386,Pet,9/29/22,30.97
2204,1005,Auto,1/14/21,128.63
2205,2597,Home,4/26/20,116.11
2206,1164,Home,5/1/22,99.81
2207,4767,Home,10/16/19,133.79
2208,3381,Home,8/24/20,105.93
2209,572,Home,4/4/20,108.34
2210,4770,Pet,12/17/21,20.7
2211,123,Home,10/29/21,113.47
2212,3460,Home,12/7/19,115.7
2213,2477,Home,5/28/20,118.8
2214,4181,Home,10/9/20,128.18
2215,4124,Home,7/23/21,128.03
2216,4108,Home,12/14/19,104.2
2217,2195,Auto,6/3/22,148.12
2218,1831,Home,7/27/21,112.8
2219,3438,Auto,2/9/22,134.99
2220,3226,Home,2/10/21,132.99
2221,3741,Home,3/17/20,95.31
2222,3945,Home,12/9/19,118.76
2223,1181,Home,6/18/22,98.21
2224,3772,Auto,4/15/20,117.47
2225,237,Home,12/3/19,129.36
2226,3359,Home,8/19/20,117.73
2227,2557,Home,3/10/20,112.66
2228,2926,Home,2/8/21,113.62
2229,795,Auto,10/25/19,116.24
2230,797,Pet,5/3/22,20.72
2231,3471,Auto,6/19/20,122.44
2232,1283,Home,5/24/20,130.04
2233,1965,Auto,2/12/21,118.64
2234,3209,Auto,9/28/21,127.42
2235,2597,Home,3/14/22,95.63
2236,630,Home,4/4/22,126.3
2237,1464,Home,10/7/21,122.92
2238,1748,Home,8/30/21,96.27
2239,3453,Home,12/26/19,101.04
2240,3479,Home,11/7/20,133.2
2241,713,Auto,6/3/22,138.17
2242,3250,Home,4/30/21,128.41
2243,1716,Home,4/16/22,109.55
2244,641,Pet,9/27/20,16.95
2245,2964,Home,7/1/21,128.24
2246,1646,Pet,2/15/20,25.76
2247,489,Home,10/28/20,120.09
2248,2909,Pet,5/1/20,30.58
2249,755,Home,7/30/22,120.77
2250,1734,Home,5/24/20,133.18
2251,3357,Auto,12/21/20,138.35
2252,3389,Auto,12/29/19,135.52
2253,1184,Auto,6/26/20,146.44
2254,3283,Pet,3/31/20,22.99
2255,1428,Auto,5/18/22,144.6
2256,3521,Home,12/24/20,99.26
2257,907,Home,9/5/21,135.37
2258,851,Home,2/22/20,104.4
2259,3403,Home,3/12/22,113.79
2260,4095,Home,5/15/21,103.15
2261,829,Auto,3/30/20,115.05
2262,1274,Home,9/26/21,118.98
2263,3035,Home,11/9/19,105.71
2264,1388,Home,5/9/22,101.56
2265,2036,Home,3/2/21,134.59
2266,1956,Home,12/29/20,125.36
2267,2467,Home,7/16/22,117.47
2268,3741,Pet,7/16/21,35.98
2269,2186,Pet,6/23/22,22.04
2270,3554,Home,6/13/21,106.75
2271,3593,Home,10/5/19,109.27
2272,269,Auto,9/21/20,118.66
2273,4703,Home,3/22/20,105.82
2274,1015,Auto,3/30/21,116.3
2275,1700,Pet,8/28/22,20.73
2276,3007,Home,7/15/22,118.79
2277,1976,Auto,7/24/22,119.33
2278,3425,Home,3/16/21,128.01
2279,1057,Pet,6/2/22,28.35
2280,3018,Auto,5/10/20,123.37
2281,820,Pet,5/29/20,26.32
2282,2169,Home,9/27/21,102.38
2283,1043,Auto,4/10/21,125.01
2284,1736,Auto,2/7/20,118.26
2285,1730,Home,8/9/21,105.24
2286,4843,Home,1/6/22,95.89
2287,4620,Pet,1/22/22,21.98
2288,1972,Home,6/20/22,96.59
2289,1279,Home,5/14/21,122.2
2290,2065,Pet,1/13/21,35.18
2291,1161,Auto,3/22/20,142.93
2292,3548,Home,7/2/22,130.58
2293,1553,Home,1/27/20,117.8
2294,1869,Home,12/12/21,98.75
2295,3711,Home,7/22/22,103.44
2296,907,Home,4/11/20,99.68
2297,4808,Home,7/26/22,107.73
2298,990,Home,2/4/20,124.6
2299,3914,Auto,5/30/22,119.23
2300,3888,Home,6/4/21,119.26
2301,2351,Home,10/16/21,109.67
2302,3832,Auto,8/15/20,138.72
2303,331,Auto,2/3/22,145.96
2304,4150,Auto,6/21/21,147.1
2305,4438,Home,6/28/20,117.32
2306,1490,Home,11/28/21,134.7
2307,2712,Home,4/26/20,120.45
2308,3136,Home,7/22/21,122.65
2309,3036,Home,7/3/21,103.8
2310,1572,Pet,3/12/20,21.35
2311,1355,Home,9/25/21,95.17
2312,749,Home,11/25/20,114.78
2313,4377,Auto,11/18/19,128.27
2314,3076,Home,5/20/22,106.73
2315,4155,Auto,12/17/21,121.15
2316,3325,Auto,5/16/20,134.6
2317,2142,Home,12/18/19,123.67
2318,2056,Home,7/11/20,102.65
2319,2302,Pet,8/17/20,17.87
2320,356,Auto,3/18/22,142.22
2321,220,Auto,1/11/20,151.1
2322,1356,Home,8/9/20,119.95
2323,4247,Auto,7/26/21,146.08
2324,4526,Home,7/18/20,119.32
2325,650,Home,11/13/20,103.34
2326,547,Home,5/30/20,127.62
2327,1703,Auto,4/13/20,123.92
2328,4354,Auto,11/5/21,139.51
2329,4764,Home,3/20/22,104.45
2330,3696,Home,12/26/21,126.53
